match id,team1_id,team2_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,momentum_score,location_score,batting_score,bowling_score,toss_winner,winner,Awickets_per_inning,Afive_wicket_hauls_frac,Adots_frac,Aavg_economy,Aavg_strike_rate,Aavg_boundaries,Aavg_runs,Afifties_frac,Bwickets_per_inning,Bfive_wicket_hauls_frac,Bdots_frac,Bavg_economy,Bavg_strike_rate,Bavg_boundaries,Bavg_runs,Bfifties_frac
9331181,11283,12634,1.6666666666666667,0.6721311475409836,139.0,100.0,157.17857142857142,0,0,0,0,0,0,1.1691756272401435,0.022222222222222223,0.4166545140634953,0.0,91.07133070489844,0.75,15.261744324970133,1.0,0.8682539682539683,0.0,0.22341337907375644,0.0,51.07951282051282,,8.883076923076924,0.75
8797060,20,41,1.2857142857142858,1.9523809523809523,156.0,50.0,103.5,1,1,0,0,0,1,1.292857142857143,0.0,0.3863766484271313,0.0,131.88391754215453,,24.96284603027932,1.0,1.4532967032967032,0.0,0.44621319689555,0.0,131.58159243697483,,20.106013940459903,1.0
9433269,10576,8987,0.8571428571428571,0.6721311475409836,173.26666666666668,0.0,154.33333333333334,0,0,0,1,0,1,1.1452432824981844,0.0,0.36777126076564526,0.0,122.89522422723476,,24.943333333333335,1.0,1.1751412429378532,0.005649717514124294,0.3711245898238654,1.75,135.59453299701903,,28.339438049377055,1.0
9587073,36084,36070,2.1666666666666665,1.975609756097561,164.26666666666668,50.0,144.25,1,0,1,1,1,1,1.2455251604187774,0.013227513227513227,0.42538849197758055,1.625,142.8915896499125,,23.650162520729687,1.0,1.2898305084745763,0.020615996025832094,0.4605392039351554,3.7171774193548384,123.81882564885856,,21.603532856269425,1.0
9516457,30407,48341,0.8181818181818182,1.3278688524590163,164.66666666666666,0.0,189.0,0,1,1,0,0,0,1.374635196466815,0.023577944060561937,0.41709085688232395,0.0,148.17016163425123,,24.957975068409855,1.0,1.2794046429197021,0.010484178421654595,0.4410425110056563,0.0,120.18854178321678,,25.751206293706296,1.0
9457412,42573,40424,1.0,1.0,158.44444444444446,50.0,147.93333333333334,0,1,0,0,0,0,1.284859584859585,0.0,0.4675023032327284,0.0,,,21.086528822055136,1.0,1.826984126984127,0.0,0.380289172209904,0.0,118.78099574468085,,18.690354609929077,1.0
9292548,27,55,0.7,1.4878048780487805,141.4,50.0,,1,1,1,0,0,0,1.4108527131782946,0.015503875968992248,0.39157769398171416,1.832732558139535,150.09936970263647,,25.091980676328504,1.0,1.2923948642147058,0.020636072522864975,0.4159714293233266,1.7151973684210529,130.4930829787234,,29.821584845414634,1.0
9271758,47501,47494,0.9090909090909092,1.4878048780487805,156.15384615384616,40.0,129.93333333333334,1,1,0,1,1,1,1.5873015873015872,0.0,0.42034740374791757,1.115,124.51477488215487,,21.61342861816546,1.0,1.3732905982905983,0.022222222222222223,0.4198453712626947,1.25,127.41674425675674,,28.236249999999995,1.0
9331048,12634,14860,0.2727272727272727,0.5061728395061729,138.5,0.0,157.69230769230768,0,0,1,0,0,1,0.8351648351648352,0.0,0.2186028257456829,0.0,51.657944444444446,,9.277777777777777,0.75,0.6492753623188405,0.0,0.1447709369817579,0.0,138.28483473389358,,22.94733893557423,1.0
9123162,216,55,0.3478260869565217,0.5061728395061729,154.26666666666668,0.0,148.5,0,0,1,0,0,0,1.8703703703703702,0.0,0.4312771635237099,1.6234615384615385,113.12153156565657,,21.823005050505053,1.0,1.4583838111903802,0.02479023646071701,0.4375680722720438,0.0,135.33131456250482,,27.310131234988916,1.0
