bat_above_50_a,bat_above_50_b,bat_above_75_a,bat_above_75_b,wickets_in_inning_a,wickets_in_inning_b,runs_in_inning_a,runs_in_inning_b,direct_encounter,winner
0.3793309438470729,0.17692307692307693,0.06929510155316607,0.0,6.625,7.5,151.875,125.5,1.0,0
0.7208026276428439,0.4716348554925846,0.19011247064639722,0.11065077193668164,6.333333333333333,6.5,162.66666666666666,146.78571428571428,0.5,1
0.9572472848788639,1.2284010614504717,0.075,0.23565589596854863,6.0,7.153846153846154,164.0,138.53846153846155,0.0,1
0.6049780338075702,0.703177555607223,0.10825870646766168,0.3558078655265356,7.2727272727272725,6.25,162.9090909090909,152.58333333333334,0.5,1
0.6751761211570332,0.7043706293706293,0.22981366459627328,0.13260489510489512,5.222222222222222,6.666666666666667,162.55555555555554,161.66666666666666,0.5,0
0.6789473684210526,0.2879432624113475,0.07631578947368421,0.0,5.5,6.5,147.5,133.0,0.5,0
1.3255025702184844,1.2615394062202572,0.24007202325888724,0.3329856313898867,5.555555555555555,6.416666666666667,149.77777777777777,146.66666666666666,0.5,0
0.4669157158630843,1.1638888888888888,0.09109311740890688,0.0625,8.571428571428571,6.2,182.28571428571428,137.8,0.4,1
0.19444444444444442,0.7011554621848739,0.0,0.17647058823529413,6.5,5.0,142.5,164.5,0.5,1
0.5294191919191918,1.132313987365591,0.08712121212121213,0.37355005494960136,7.333333333333333,6.571428571428571,164.0,149.42857142857142,0.5,0
1.0101266760281318,1.2001210717880035,0.19923478910041056,0.44026507154585964,5.357142857142857,6.2,160.0,153.9,0.3333333333333333,0
1.198986321022044,0.8102995925238212,0.2658665008291874,0.19431989393813434,5.647058823529412,5.333333333333333,165.11764705882354,157.22222222222223,0.0,1
1.709160703600241,0.9957407407407406,0.4109401809477917,0.19407407407407407,6.0,6.666666666666667,158.42857142857142,154.33333333333334,1.0,0
0.4965488215488215,0.7412268815670612,0.045454545454545456,0.21096491228070174,6.5,6.888888888888889,165.08333333333334,126.44444444444444,0.3333333333333333,1
0.9877873923975873,1.0653665814151747,0.4031350647729958,0.05,5.857142857142857,5.923076923076923,166.57142857142858,148.53846153846155,1.0,1
0.9920918320918322,1.033723903600953,0.25162981162981163,0.3240734902620148,6.8,5.285714285714286,167.86666666666667,162.28571428571428,1.0,1
0.8287999471923957,0.5120334620334621,0.2767895910344423,0.17464607464607465,7.769230769230769,6.166666666666667,165.53846153846155,151.75,0.75,1
0.5426079264442807,0.5741739411799498,0.06162790697674419,0.06432246998284734,5.882352941176471,6.157894736842105,154.8235294117647,131.3684210526316,0.5,0
1.0489486433004076,0.6635609930061799,0.0911325233905879,0.20102483247930625,5.666666666666667,7.777777777777778,180.6,158.11111111111111,0.25,0
0.0,0.375,0.0,0.375,0.4,6.6,140.0,124.2,0.5,0
0.6591176470588236,1.2713878385917066,0.125,0.343940990516333,5.125,7.0,156.75,137.66666666666666,0.0,0
0.8205738705738705,0.32348484848484854,0.1468253968253968,0.14090909090909093,5.153846153846154,7.0,155.76923076923077,155.53846153846155,0.0,0
1.174339822161456,0.9696240452054404,0.24026786670952535,0.20365874435641876,5.7,6.333333333333333,142.5,137.16666666666666,0.8,1
1.5690223994924586,1.243164150094197,0.5289608602951931,0.32259949788039677,6.411764705882353,6.2,184.64705882352942,135.4,0.5,1
1.0091300797334175,1.1250466592011945,0.15498349532367506,0.5081354815397369,6.555555555555555,6.461538461538462,175.22222222222223,158.76923076923077,0.0,1
0.8108861320255624,1.1284856686029454,0.10298092711885816,0.27515695593498796,6.769230769230769,6.777777777777778,171.6153846153846,162.55555555555554,0.5,1
0.49355907250644093,0.47717086834733896,0.14709851551956815,0.05,5.875,6.2,140.875,155.5,0.0,0
0.3463113463113463,0.8389574732587437,0.030303030303030304,0.5451559934318555,6.8,5.0,155.0,143.5,0.6666666666666666,1
0.24061403508771928,0.28547922665569725,0.0,0.07692307692307693,0.4,0.4,140.0,140.0,0.5,0
0.0,1.0072431633407242,0.0,0.04878048780487805,7.666666666666667,7.666666666666667,139.66666666666666,143.0,0.5,0
1.2239495174979047,0.49743071166875397,0.3731691876853167,0.06896551724137931,5.904761904761905,6.25,169.33333333333334,132.25,1.0,1
1.1531760922004823,1.4720238095238094,0.3397435897435897,0.08095238095238094,7.333333333333333,6.75,177.88888888888889,121.25,0.5,1
0.7896201546024241,0.7922444209953587,0.1667815865510901,0.19735943601284936,6.0,5.75,179.33333333333334,142.875,0.4,0
1.1296902437967309,1.1107348209375978,0.14877795263352178,0.30342773473025575,6.818181818181818,5.833333333333333,148.36363636363637,134.66666666666666,0.0,0
0.9848483387957072,0.5958333333333333,0.37855054302422725,0.2,6.833333333333333,10.0,161.33333333333334,117.0,0.5,1
0.5893901420217209,0.8484744469870327,0.047619047619047616,0.3312547673531655,5.0,6.571428571428571,141.36363636363637,173.28571428571428,0.6666666666666666,0
1.3635642867932658,1.1606363524683034,0.4242173426164857,0.3300291246198206,6.4375,6.533333333333333,166.625,144.0,0.3333333333333333,0
0.7128972547502019,1.0080298786181139,0.13189156259518733,0.11428571428571428,0.4,0.4,140.0,140.0,0.5,1
0.2777777777777778,0.5611111111111111,0.1111111111111111,0.0,7.153846153846154,6.888888888888889,161.6153846153846,123.66666666666667,0.6666666666666666,0
1.6279722432739672,0.9029821663066039,0.1991921768707483,0.1734993857754056,5.5,7.0,161.8125,158.77777777777777,1.0,1
1.1592308886426534,0.35704989242073637,0.3055517702576526,0.06173913043478261,6.121212121212121,6.230769230769231,177.3939393939394,138.15384615384616,1.0,1
1.0206349206349206,0.8277117365851163,0.08095238095238094,0.1344632768361582,6.0,6.4,150.28571428571428,154.4,1.0,1
0.8577514226636718,1.112375365117478,0.18012172993979425,0.30137913566013347,6.764705882352941,7.0,175.8235294117647,162.94444444444446,0.5,1
0.822712581408954,0.5068932411674347,0.21511784344013152,0.05347222222222223,7.4,6.4,176.9,153.2,0.5,1
0.916369578134284,1.1632581453634085,0.11437908496732026,0.38285714285714284,4.8,7.454545454545454,150.4,146.0909090909091,0.0,1
0.8567679458014663,0.8186497109324262,0.3244494453537007,0.13852813852813853,7.928571428571429,6.090909090909091,168.21428571428572,131.9090909090909,0.8,1
0.8197338732299887,1.1813094453409212,0.15316315205327413,0.18133879044841475,5.0,7.0,193.0,135.5,0.5,0
0.7404620834631439,0.3852165378481168,0.20474321327979866,0.0,7.5,5.777777777777778,185.5,157.55555555555554,1.0,1
0.7178054472409311,0.642820717248368,0.2101781283232896,0.20298752864214376,6.090909090909091,6.666666666666667,144.63636363636363,115.0,0.5,1
0.5948183760683761,0.6730625583566759,0.05555555555555555,0.0496031746031746,5.0,5.166666666666667,149.0,148.83333333333334,0.0,1
0.7903081232492997,0.35012569130216187,0.08,0.05,6.0,6.444444444444445,166.2,152.66666666666666,0.5,0
0.6091200466200467,0.6388048552754435,0.23127913752913754,0.14411764705882354,3.6666666666666665,0.4,125.33333333333333,140.0,0.5,1
